,episode,timesteps,penalties,score
1237,1237,10,0,11
1238,1238,14,1,-2
1239,1239,8,0,13
1240,1240,13,0,8
1241,1241,11,0,10
1242,1242,39,0,-18
1243,1243,14,0,7
1244,1244,29,1,-17
1245,1245,23,0,-2
1246,1246,11,1,1
1247,1247,31,0,-10
1248,1248,20,0,1
1249,1249,22,1,-10
1250,1250,37,2,-34
1251,1251,40,1,-28
1252,1252,34,1,-22
1253,1253,12,0,9
1254,1254,17,0,4
1255,1255,48,2,-45
1256,1256,60,1,-48
1257,1257,25,0,-4
1258,1258,35,1,-23
1259,1259,16,1,-4
1260,1260,18,1,-6
1261,1261,15,0,6
1262,1262,11,0,10
1263,1263,14,0,7
1264,1264,12,0,9
1265,1265,25,0,-4
1266,1266,10,0,11
1267,1267,9,0,12
1268,1268,23,2,-20
1269,1269,72,1,-60
1270,1270,72,1,-60
1271,1271,13,0,8
1272,1272,20,0,1
1273,1273,33,1,-21
1274,1274,14,1,-2
1275,1275,23,0,-2
1276,1276,9,1,3
1277,1277,65,3,-71
1278,1278,31,0,-10
1279,1279,13,0,8
1280,1280,17,1,-5
1281,1281,14,0,7
1282,1282,10,1,2
1283,1283,9,1,3
1284,1284,22,0,-1
1285,1285,26,2,-23
1286,1286,55,3,-61
1287,1287,38,0,-17
1288,1288,16,0,5
1289,1289,14,0,7
1290,1290,20,1,-8
1291,1291,38,2,-35
1292,1292,31,3,-37
1293,1293,15,0,6
1294,1294,14,1,-2
1295,1295,37,2,-34
1296,1296,44,2,-41
1297,1297,23,2,-20
1298,1298,9,0,12
1299,1299,78,0,-57
1300,1300,41,3,-47
1301,1301,21,0,0
1302,1302,10,0,11
1303,1303,43,0,-22
1304,1304,73,7,-115
1305,1305,18,0,3
1306,1306,73,3,-79
1307,1307,10,1,2
1308,1308,23,1,-11
1309,1309,31,0,-10
1310,1310,12,2,-9
1311,1311,19,2,-16
1312,1312,12,1,0
1313,1313,19,1,-7
1314,1314,69,1,-57
1315,1315,58,4,-73
1316,1316,15,0,6
1317,1317,28,0,-7
1318,1318,15,0,6
1319,1319,19,0,2
1320,1320,22,3,-28
1321,1321,28,0,-7
1322,1322,62,2,-59
1323,1323,50,0,-29
1324,1324,13,0,8
1325,1325,11,0,10
1326,1326,38,0,-17
1327,1327,11,0,10
1328,1328,22,1,-10
1329,1329,62,1,-50
1330,1330,35,3,-41
1331,1331,10,1,2
1332,1332,15,0,6
1333,1333,25,0,-4
1334,1334,18,0,3
1335,1335,25,0,-4
1336,1336,10,0,11
1337,1337,13,1,-1
1338,1338,15,1,-3
1339,1339,45,0,-24
1340,1340,21,0,0
1341,1341,17,0,4
1342,1342,38,0,-17
1343,1343,40,2,-37
1344,1344,13,1,-1
1345,1345,7,0,14
1346,1346,39,1,-27
1347,1347,26,0,-5
1348,1348,36,2,-33
1349,1349,20,0,1
1350,1350,43,1,-31
1351,1351,24,1,-12
1352,1352,13,1,-1
1353,1353,63,1,-51
1354,1354,13,1,-1
1355,1355,13,0,8
1356,1356,50,1,-38
1357,1357,21,1,-9
1358,1358,15,0,6
1359,1359,46,1,-34
1360,1360,14,1,-2
1361,1361,36,4,-51
1362,1362,38,2,-35
1363,1363,19,0,2
1364,1364,8,1,4
1365,1365,15,0,6
1366,1366,31,1,-19
1367,1367,58,2,-55
1368,1368,10,0,11
1369,1369,10,0,11
1370,1370,11,0,10
1371,1371,31,0,-10
1372,1372,47,1,-35
1373,1373,30,4,-45
1374,1374,13,0,8
1375,1375,52,1,-40
1376,1376,46,1,-34
1377,1377,19,0,2
1378,1378,16,0,5
1379,1379,8,0,13
1380,1380,25,0,-4
1381,1381,39,1,-27
1382,1382,53,3,-59
1383,1383,25,0,-4
1384,1384,19,0,2
1385,1385,12,0,9
1386,1386,21,0,0
1387,1387,15,0,6
1388,1388,36,1,-24
1389,1389,33,1,-21
1390,1390,11,1,1
1391,1391,19,1,-7
1392,1392,10,1,2
1393,1393,29,0,-8
1394,1394,74,1,-62
1395,1395,10,0,11
1396,1396,12,0,9
1397,1397,15,0,6
1398,1398,9,0,12
1399,1399,25,0,-4
1400,1400,18,0,3
1401,1401,24,0,-3
1402,1402,41,0,-20
1403,1403,11,0,10
1404,1404,14,0,7
1405,1405,16,0,5
1406,1406,30,0,-9
1407,1407,14,0,7
1408,1408,13,0,8
1409,1409,31,1,-19
1410,1410,16,0,5
1411,1411,15,1,-3
1412,1412,15,1,-3
1413,1413,12,0,9
1414,1414,62,1,-50
1415,1415,22,1,-10
1416,1416,14,0,7
1417,1417,28,1,-16
1418,1418,10,0,11
1419,1419,30,4,-45
1420,1420,19,0,2
1421,1421,69,3,-75
1422,1422,11,0,10
1423,1423,11,0,10
1424,1424,23,0,-2
1425,1425,15,0,6
1426,1426,18,0,3
1427,1427,11,0,10
1428,1428,12,0,9
1429,1429,19,2,-16
1430,1430,13,0,8
1431,1431,12,1,0
1432,1432,12,1,0
1433,1433,15,1,-3
1434,1434,13,0,8
1435,1435,21,1,-9
1436,1436,54,1,-42
1437,1437,10,0,11
1438,1438,16,0,5
1439,1439,17,0,4
1440,1440,29,0,-8
1441,1441,13,0,8
1442,1442,23,1,-11
1443,1443,46,6,-79
1444,1444,9,0,12
1445,1445,15,0,6
1446,1446,12,0,9
1447,1447,24,0,-3
1448,1448,9,0,12
1449,1449,16,0,5
1450,1450,19,0,2
1451,1451,14,0,7
1452,1452,68,3,-74
1453,1453,12,0,9
1454,1454,12,0,9
1455,1455,43,1,-31
1456,1456,13,0,8
1457,1457,37,0,-16
1458,1458,28,1,-16
1459,1459,22,0,-1
1460,1460,28,1,-16
1461,1461,13,1,-1
1462,1462,44,1,-32
1463,1463,50,3,-56
1464,1464,39,1,-27
1465,1465,58,2,-55
1466,1466,11,0,10
1467,1467,26,1,-14
1468,1468,13,0,8
1469,1469,14,0,7
1470,1470,37,3,-43
1471,1471,37,1,-25
1472,1472,14,2,-11
1473,1473,24,1,-12
1474,1474,14,1,-2
1475,1475,14,0,7
1476,1476,13,0,8
1477,1477,20,0,1
1478,1478,29,0,-8
1479,1479,61,2,-58
1480,1480,22,1,-10
1481,1481,17,1,-5
1482,1482,24,0,-3
1483,1483,14,0,7
1484,1484,18,0,3
1485,1485,32,1,-20
1486,1486,11,0,10
1487,1487,56,2,-53
1488,1488,16,2,-13
1489,1489,8,0,13
1490,1490,14,0,7
1491,1491,11,1,1
1492,1492,11,0,10
1493,1493,22,0,-1
1494,1494,14,0,7
1495,1495,12,0,9
1496,1496,22,2,-19
1497,1497,35,0,-14
1498,1498,23,0,-2
1499,1499,11,0,10
1500,1500,13,1,-1
1501,1501,45,3,-51
1502,1502,20,0,1
1503,1503,13,0,8
1504,1504,10,0,11
1505,1505,21,1,-9
1506,1506,17,1,-5
1507,1507,20,0,1
1508,1508,12,0,9
1509,1509,46,0,-25
1510,1510,26,0,-5
1511,1511,16,0,5
1512,1512,29,1,-17
1513,1513,29,0,-8
1514,1514,56,3,-62
1515,1515,7,1,5
1516,1516,13,0,8
1517,1517,12,1,0
1518,1518,18,0,3
1519,1519,12,1,0
1520,1520,53,2,-50
1521,1521,49,1,-37
1522,1522,53,2,-50
1523,1523,11,0,10
1524,1524,43,1,-31
1525,1525,21,0,0
1526,1526,19,1,-7
1527,1527,53,2,-50
1528,1528,18,0,3
1529,1529,31,2,-28
1530,1530,21,0,0
1531,1531,27,1,-15
1532,1532,17,0,4
1533,1533,27,1,-15
1534,1534,14,1,-2
1535,1535,44,0,-23
1536,1536,10,0,11
1537,1537,12,0,9
1538,1538,18,1,-6
1539,1539,8,0,13
1540,1540,28,2,-25
1541,1541,39,1,-27
1542,1542,24,1,-12
1543,1543,16,0,5
1544,1544,15,0,6
1545,1545,39,0,-18
1546,1546,20,1,-8
1547,1547,18,1,-6
1548,1548,20,0,1
1549,1549,21,0,0
1550,1550,38,1,-26
1551,1551,18,0,3
1552,1552,9,0,12
1553,1553,56,4,-71
1554,1554,15,1,-3
1555,1555,24,0,-3
1556,1556,6,0,15
1557,1557,21,0,0
1558,1558,14,0,7
1559,1559,7,1,5
1560,1560,15,0,6
1561,1561,10,0,11
1562,1562,12,1,0
1563,1563,12,1,0
1564,1564,17,0,4
1565,1565,11,1,1
1566,1566,19,0,2
1567,1567,54,4,-69
1568,1568,48,2,-45
1569,1569,14,0,7
1570,1570,10,0,11
1571,1571,10,1,2
1572,1572,19,1,-7
1573,1573,14,0,7
1574,1574,15,0,6
1575,1575,8,0,13
1576,1576,19,0,2
1577,1577,24,0,-3
1578,1578,10,0,11
1579,1579,14,0,7
1580,1580,11,0,10
1581,1581,15,0,6
1582,1582,11,0,10
1583,1583,15,0,6
1584,1584,15,0,6
1585,1585,21,0,0
1586,1586,16,1,-4
1587,1587,32,2,-29
1588,1588,10,0,11
1589,1589,16,2,-13
1590,1590,9,0,12
1591,1591,8,0,13
1592,1592,26,0,-5
1593,1593,12,0,9
1594,1594,22,0,-1
1595,1595,36,0,-15
1596,1596,25,0,-4
1597,1597,61,2,-58
1598,1598,28,1,-16
1599,1599,16,1,-4
1600,1600,10,0,11
1601,1601,17,0,4
1602,1602,41,1,-29
1603,1603,9,0,12
1604,1604,19,0,2
1605,1605,21,0,0
1606,1606,19,0,2
1607,1607,31,0,-10
1608,1608,44,1,-32
1609,1609,13,0,8
1610,1610,22,1,-10
1611,1611,25,1,-13
1612,1612,20,0,1
1613,1613,12,0,9
1614,1614,9,1,3
1615,1615,40,1,-28
1616,1616,30,1,-18
1617,1617,11,0,10
1618,1618,33,0,-12
1619,1619,19,0,2
1620,1620,14,0,7
1621,1621,12,1,0
1622,1622,8,0,13
1623,1623,10,1,2
1624,1624,26,0,-5
1625,1625,39,1,-27
1626,1626,11,0,10
1627,1627,11,0,10
1628,1628,51,1,-39
1629,1629,31,0,-10
1630,1630,18,1,-6
1631,1631,16,0,5
1632,1632,14,3,-20
1633,1633,24,1,-12
1634,1634,17,2,-14
1635,1635,7,0,14
1636,1636,42,1,-30
1637,1637,13,0,8
1638,1638,34,0,-13
1639,1639,12,0,9
1640,1640,55,7,-97
1641,1641,40,0,-19
1642,1642,11,1,1
1643,1643,13,0,8
1644,1644,15,0,6
1645,1645,14,0,7
1646,1646,11,0,10
1647,1647,16,2,-13
1648,1648,17,0,4
1649,1649,14,0,7
1650,1650,29,0,-8
1651,1651,12,0,9
1652,1652,13,1,-1
1653,1653,20,2,-17
1654,1654,18,0,3
1655,1655,15,0,6
1656,1656,49,0,-28
1657,1657,11,0,10
1658,1658,27,0,-6
1659,1659,18,0,3
1660,1660,12,0,9
1661,1661,17,0,4
1662,1662,31,1,-19
1663,1663,27,0,-6
1664,1664,12,0,9
1665,1665,20,0,1
1666,1666,11,0,10
1667,1667,38,1,-26
1668,1668,13,1,-1
1669,1669,40,3,-46
1670,1670,26,0,-5
1671,1671,22,1,-10
1672,1672,14,0,7
1673,1673,22,0,-1
1674,1674,25,3,-31
1675,1675,16,3,-22
1676,1676,17,1,-5
1677,1677,20,0,1
1678,1678,51,1,-39
1679,1679,19,1,-7
1680,1680,12,0,9
1681,1681,16,0,5
1682,1682,50,0,-29
1683,1683,44,1,-32
1684,1684,38,2,-35
1685,1685,12,1,0
1686,1686,29,1,-17
1687,1687,11,0,10
1688,1688,11,0,10
1689,1689,24,1,-12
1690,1690,12,0,9
1691,1691,31,2,-28
1692,1692,16,0,5
1693,1693,12,0,9
1694,1694,29,0,-8
1695,1695,14,0,7
1696,1696,12,0,9
1697,1697,12,0,9
1698,1698,45,1,-33
1699,1699,26,0,-5
1700,1700,20,1,-8
1701,1701,13,0,8
1702,1702,15,0,6
1703,1703,20,0,1
1704,1704,22,1,-10
1705,1705,31,1,-19
1706,1706,31,1,-19
1707,1707,13,1,-1
1708,1708,26,0,-5
1709,1709,21,0,0
1710,1710,20,1,-8
1711,1711,13,0,8
1712,1712,24,1,-12
1713,1713,15,2,-12
1714,1714,25,2,-22
1715,1715,17,2,-14
1716,1716,39,0,-18
1717,1717,38,0,-17
1718,1718,13,0,8
1719,1719,13,0,8
1720,1720,10,0,11
1721,1721,11,0,10
1722,1722,17,1,-5
1723,1723,40,1,-28
1724,1724,13,0,8
1725,1725,12,0,9
1726,1726,15,1,-3
1727,1727,16,0,5
1728,1728,15,0,6
1729,1729,15,1,-3
1730,1730,34,5,-58
1731,1731,19,2,-16
1732,1732,12,1,0
1733,1733,12,0,9
1734,1734,9,0,12
1735,1735,19,1,-7
1736,1736,34,1,-22
1737,1737,64,2,-61
1738,1738,25,0,-4
1739,1739,26,2,-23
1740,1740,27,1,-15
1741,1741,19,1,-7
1742,1742,10,0,11
1743,1743,29,1,-17
1744,1744,11,0,10
1745,1745,16,0,5
1746,1746,11,0,10
1747,1747,9,0,12
1748,1748,14,1,-2
1749,1749,12,0,9
1750,1750,39,0,-18
1751,1751,26,0,-5
1752,1752,13,0,8
1753,1753,10,0,11
1754,1754,16,0,5
1755,1755,18,0,3
1756,1756,27,0,-6
1757,1757,20,0,1
1758,1758,16,0,5
1759,1759,29,1,-17
1760,1760,19,0,2
1761,1761,18,1,-6
1762,1762,23,0,-2
1763,1763,12,0,9
1764,1764,23,0,-2
1765,1765,12,0,9
1766,1766,35,2,-32
1767,1767,21,1,-9
1768,1768,10,1,2
1769,1769,20,2,-17
1770,1770,17,0,4
1771,1771,21,0,0
1772,1772,13,0,8
1773,1773,14,0,7
1774,1774,18,2,-15
1775,1775,17,1,-5
1776,1776,16,0,5
1777,1777,14,0,7
1778,1778,30,0,-9
1779,1779,12,0,9
1780,1780,11,0,10
1781,1781,18,0,3
1782,1782,18,0,3
1783,1783,40,5,-64
1784,1784,50,3,-56
1785,1785,28,1,-16
1786,1786,15,0,6
1787,1787,34,1,-22
1788,1788,24,3,-30
1789,1789,18,0,3
1790,1790,12,0,9
1791,1791,16,0,5
1792,1792,18,0,3
1793,1793,12,1,0
1794,1794,29,2,-26
1795,1795,7,0,14
1796,1796,14,0,7
1797,1797,11,0,10
1798,1798,37,1,-25
1799,1799,21,0,0
1800,1800,21,0,0
1801,1801,19,0,2
1802,1802,27,1,-15
1803,1803,22,0,-1
1804,1804,20,1,-8
1805,1805,12,0,9
1806,1806,15,0,6
1807,1807,16,0,5
1808,1808,16,0,5
1809,1809,39,2,-36
1810,1810,21,0,0
1811,1811,15,1,-3
1812,1812,16,1,-4
1813,1813,21,4,-36
1814,1814,16,2,-13
1815,1815,10,0,11
1816,1816,29,1,-17
1817,1817,23,1,-11
1818,1818,25,1,-13
1819,1819,20,1,-8
1820,1820,20,0,1
1821,1821,14,0,7
1822,1822,6,0,15
1823,1823,14,0,7
1824,1824,17,0,4
1825,1825,24,0,-3
1826,1826,10,0,11
1827,1827,16,1,-4
1828,1828,21,0,0
1829,1829,13,0,8
1830,1830,23,1,-11
1831,1831,33,3,-39
1832,1832,15,0,6
1833,1833,27,1,-15
1834,1834,9,0,12
1835,1835,34,1,-22
1836,1836,11,1,1
1837,1837,9,0,12
1838,1838,20,0,1
1839,1839,21,2,-18
1840,1840,10,0,11
1841,1841,26,1,-14
1842,1842,12,0,9
1843,1843,11,0,10
1844,1844,41,0,-20
1845,1845,16,1,-4
1846,1846,59,2,-56
1847,1847,44,0,-23
1848,1848,19,3,-25
1849,1849,10,0,11
1850,1850,34,1,-22
1851,1851,43,1,-31
1852,1852,9,0,12
1853,1853,54,2,-51
1854,1854,18,1,-6
1855,1855,21,0,0
1856,1856,13,0,8
1857,1857,13,0,8
1858,1858,30,2,-27
1859,1859,14,0,7
1860,1860,12,0,9
1861,1861,18,1,-6
1862,1862,18,1,-6
1863,1863,31,1,-19
1864,1864,17,0,4
1865,1865,16,0,5
1866,1866,22,1,-10
1867,1867,11,0,10
1868,1868,11,0,10
1869,1869,7,0,14
1870,1870,30,0,-9
1871,1871,33,0,-12
1872,1872,12,0,9
1873,1873,17,0,4
1874,1874,14,0,7
1875,1875,10,0,11
1876,1876,20,0,1
1877,1877,19,0,2
1878,1878,17,1,-5
1879,1879,18,0,3
1880,1880,15,1,-3
1881,1881,12,0,9
1882,1882,10,1,2
1883,1883,12,0,9
1884,1884,10,0,11
1885,1885,40,0,-19
1886,1886,21,1,-9
1887,1887,15,0,6
1888,1888,24,0,-3
1889,1889,19,1,-7
1890,1890,11,0,10
1891,1891,20,0,1
1892,1892,19,1,-7
1893,1893,43,0,-22
1894,1894,44,2,-41
1895,1895,15,0,6
1896,1896,18,1,-6
1897,1897,27,1,-15
1898,1898,24,0,-3
1899,1899,17,0,4
1900,1900,36,1,-24
1901,1901,20,0,1
1902,1902,15,0,6
1903,1903,16,0,5
1904,1904,13,0,8
1905,1905,8,0,13
1906,1906,24,1,-12
1907,1907,15,1,-3
1908,1908,11,1,1
1909,1909,20,1,-8
1910,1910,11,0,10
1911,1911,13,0,8
1912,1912,42,1,-30
1913,1913,24,0,-3
1914,1914,27,1,-15
1915,1915,13,0,8
1916,1916,17,0,4
1917,1917,30,0,-9
1918,1918,26,0,-5
1919,1919,26,0,-5
1920,1920,17,0,4
1921,1921,16,1,-4
1922,1922,35,4,-50
1923,1923,12,0,9
1924,1924,10,0,11
1925,1925,12,0,9
1926,1926,17,1,-5
1927,1927,24,0,-3
1928,1928,7,0,14
1929,1929,9,0,12
1930,1930,13,0,8
1931,1931,25,0,-4
1932,1932,20,2,-17
1933,1933,22,0,-1
1934,1934,65,4,-80
1935,1935,17,0,4
1936,1936,27,1,-15
1937,1937,17,0,4
1938,1938,39,1,-27
1939,1939,8,0,13
1940,1940,11,0,10
1941,1941,13,1,-1
1942,1942,38,1,-26
1943,1943,14,0,7
1944,1944,16,0,5
1945,1945,42,1,-30
1946,1946,19,0,2
1947,1947,16,0,5
1948,1948,12,0,9
1949,1949,26,1,-14
1950,1950,16,0,5
1951,1951,12,0,9
1952,1952,19,2,-16
1953,1953,27,1,-15
1954,1954,17,0,4
1955,1955,17,1,-5
1956,1956,13,1,-1
1957,1957,8,0,13
1958,1958,14,0,7
1959,1959,12,0,9
1960,1960,15,0,6
1961,1961,13,1,-1
1962,1962,15,0,6
1963,1963,13,0,8
1964,1964,21,0,0
1965,1965,16,0,5
1966,1966,11,0,10
1967,1967,17,0,4
1968,1968,11,1,1
1969,1969,27,2,-24
1970,1970,19,0,2
1971,1971,15,0,6
1972,1972,10,0,11
1973,1973,13,1,-1
1974,1974,47,2,-44
1975,1975,13,1,-1
1976,1976,21,0,0
1977,1977,13,0,8
1978,1978,14,0,7
1979,1979,52,1,-40
1980,1980,17,1,-5
1981,1981,24,0,-3
1982,1982,19,1,-7
1983,1983,8,0,13
1984,1984,9,0,12
1985,1985,37,0,-16
1986,1986,22,0,-1
1987,1987,22,0,-1
1988,1988,34,0,-13
1989,1989,31,2,-28
1990,1990,14,0,7
1991,1991,23,2,-20
1992,1992,15,1,-3
1993,1993,16,2,-13
1994,1994,17,0,4
1995,1995,23,2,-20
1996,1996,26,2,-23
1997,1997,20,1,-8
1998,1998,32,1,-20
1999,1999,14,0,7
2000,2000,11,0,10
2001,2001,23,1,-11
2002,2002,11,0,10
2003,2003,12,0,9
2004,2004,24,1,-12
2005,2005,17,1,-5
2006,2006,14,0,7
2007,2007,10,1,2
2008,2008,26,0,-5
2009,2009,14,1,-2
2010,2010,26,1,-14
2011,2011,15,1,-3
2012,2012,18,0,3
2013,2013,21,2,-18
2014,2014,13,0,8
2015,2015,23,0,-2
2016,2016,13,0,8
2017,2017,13,0,8
2018,2018,13,1,-1
2019,2019,26,1,-14
2020,2020,14,0,7
2021,2021,14,1,-2
2022,2022,16,1,-4
2023,2023,21,1,-9
2024,2024,15,1,-3
2025,2025,55,2,-52
2026,2026,40,0,-19
2027,2027,30,0,-9
2028,2028,56,1,-44
2029,2029,27,1,-15
2030,2030,40,1,-28
2031,2031,11,0,10
2032,2032,19,0,2
2033,2033,21,0,0
2034,2034,14,0,7
2035,2035,12,1,0
2036,2036,9,0,12
2037,2037,16,0,5
2038,2038,16,0,5
2039,2039,20,1,-8
2040,2040,59,3,-65
2041,2041,12,1,0
2042,2042,22,0,-1
2043,2043,12,0,9
2044,2044,7,0,14
2045,2045,10,0,11
2046,2046,11,0,10
2047,2047,9,0,12
2048,2048,27,1,-15
2049,2049,7,0,14
2050,2050,12,0,9
2051,2051,25,2,-22
2052,2052,17,1,-5
2053,2053,14,0,7
2054,2054,18,2,-15
2055,2055,23,2,-20
2056,2056,19,1,-7
2057,2057,7,0,14
2058,2058,10,0,11
2059,2059,23,0,-2
2060,2060,35,1,-23
2061,2061,12,0,9
2062,2062,23,2,-20
2063,2063,11,0,10
2064,2064,15,0,6
2065,2065,13,0,8
2066,2066,11,0,10
2067,2067,34,2,-31
2068,2068,15,0,6
2069,2069,20,1,-8
2070,2070,14,0,7
2071,2071,12,1,0
2072,2072,37,1,-25
2073,2073,14,0,7
2074,2074,11,0,10
2075,2075,13,0,8
2076,2076,15,2,-12
2077,2077,17,0,4
2078,2078,22,1,-10
2079,2079,26,1,-14
2080,2080,11,0,10
2081,2081,16,1,-4
2082,2082,9,0,12
2083,2083,13,0,8
2084,2084,21,1,-9
2085,2085,19,0,2
2086,2086,13,0,8
2087,2087,16,0,5
2088,2088,20,2,-17
2089,2089,14,0,7
2090,2090,26,0,-5
2091,2091,11,0,10
2092,2092,50,0,-29
2093,2093,12,0,9
2094,2094,12,0,9
2095,2095,22,2,-19
2096,2096,9,0,12
2097,2097,29,0,-8
2098,2098,10,0,11
2099,2099,17,0,4
2100,2100,18,0,3
2101,2101,13,0,8
2102,2102,13,0,8
2103,2103,26,2,-23
2104,2104,12,0,9
2105,2105,19,0,2
2106,2106,61,3,-67
2107,2107,33,0,-12
2108,2108,10,0,11
2109,2109,14,0,7
2110,2110,11,0,10
2111,2111,15,0,6
2112,2112,9,0,12
2113,2113,20,0,1
2114,2114,9,0,12
2115,2115,15,0,6
2116,2116,11,0,10
2117,2117,20,2,-17
2118,2118,15,0,6
2119,2119,19,0,2
2120,2120,25,2,-22
2121,2121,22,1,-10
2122,2122,13,0,8
2123,2123,21,0,0
2124,2124,16,2,-13
2125,2125,12,0,9
2126,2126,12,0,9
2127,2127,20,0,1
2128,2128,7,0,14
2129,2129,23,1,-11
2130,2130,24,1,-12
2131,2131,10,0,11
2132,2132,29,1,-17
2133,2133,15,1,-3
2134,2134,13,2,-10
2135,2135,14,0,7
2136,2136,10,0,11
2137,2137,34,0,-13
2138,2138,9,0,12
2139,2139,21,2,-18
2140,2140,18,0,3
2141,2141,10,0,11
2142,2142,17,1,-5
2143,2143,29,1,-17
2144,2144,11,0,10
2145,2145,13,1,-1
2146,2146,10,0,11
2147,2147,12,0,9
2148,2148,28,2,-25
2149,2149,13,0,8
2150,2150,13,0,8
2151,2151,22,1,-10
2152,2152,26,2,-23
2153,2153,16,0,5
2154,2154,20,0,1
2155,2155,16,0,5
2156,2156,14,0,7
2157,2157,18,2,-15
2158,2158,25,1,-13
2159,2159,19,0,2
2160,2160,17,0,4
2161,2161,20,1,-8
2162,2162,14,0,7
2163,2163,29,1,-17
2164,2164,10,0,11
2165,2165,10,0,11
2166,2166,19,2,-16
2167,2167,32,3,-38
2168,2168,15,1,-3
2169,2169,11,0,10
2170,2170,11,0,10
2171,2171,56,2,-53
2172,2172,24,1,-12
2173,2173,20,0,1
2174,2174,21,1,-9
2175,2175,23,1,-11
2176,2176,26,0,-5
2177,2177,14,0,7
2178,2178,12,0,9
2179,2179,13,1,-1
2180,2180,10,0,11
2181,2181,22,2,-19
2182,2182,18,0,3
2183,2183,9,0,12
2184,2184,11,1,1
2185,2185,14,0,7
2186,2186,10,0,11
2187,2187,8,0,13
2188,2188,19,1,-7
2189,2189,15,1,-3
2190,2190,13,1,-1
2191,2191,27,1,-15
2192,2192,13,1,-1
2193,2193,15,0,6
2194,2194,11,0,10
2195,2195,18,0,3
2196,2196,16,1,-4
2197,2197,19,0,2
2198,2198,23,0,-2
2199,2199,15,3,-21
2200,2200,18,0,3
2201,2201,32,1,-20
2202,2202,18,0,3
2203,2203,9,0,12
2204,2204,10,0,11
2205,2205,15,0,6
2206,2206,13,0,8
2207,2207,14,0,7
2208,2208,16,1,-4
2209,2209,21,0,0
2210,2210,15,1,-3
2211,2211,16,0,5
2212,2212,7,0,14
2213,2213,41,2,-38
2214,2214,17,1,-5
2215,2215,12,0,9
2216,2216,15,0,6
2217,2217,41,4,-56
2218,2218,13,1,-1
2219,2219,13,0,8
2220,2220,23,2,-20
2221,2221,21,1,-9
2222,2222,21,2,-18
2223,2223,16,0,5
2224,2224,31,2,-28
2225,2225,10,0,11
2226,2226,12,1,0
2227,2227,18,0,3
2228,2228,16,0,5
2229,2229,13,1,-1
2230,2230,15,1,-3
2231,2231,15,0,6
2232,2232,12,0,9
2233,2233,17,1,-5
2234,2234,18,1,-6
2235,2235,12,0,9
2236,2236,26,0,-5
2237,2237,22,3,-28
2238,2238,16,1,-4
2239,2239,25,1,-13
2240,2240,21,1,-9
2241,2241,33,0,-12
2242,2242,24,2,-21
2243,2243,10,0,11
2244,2244,25,0,-4
2245,2245,9,0,12
2246,2246,40,1,-28
2247,2247,7,0,14
2248,2248,13,0,8
2249,2249,14,1,-2
2250,2250,21,1,-9
2251,2251,25,0,-4
2252,2252,23,0,-2
2253,2253,14,0,7
2254,2254,22,1,-10
2255,2255,21,2,-18
2256,2256,25,1,-13
2257,2257,17,0,4
2258,2258,15,1,-3
2259,2259,12,1,0
2260,2260,11,0,10
2261,2261,13,0,8
2262,2262,22,1,-10
2263,2263,14,2,-11
2264,2264,16,1,-4
2265,2265,8,0,13
2266,2266,39,1,-27
2267,2267,17,0,4
2268,2268,18,0,3
2269,2269,14,0,7
2270,2270,10,0,11
2271,2271,25,0,-4
2272,2272,12,1,0
2273,2273,20,0,1
2274,2274,16,0,5
2275,2275,21,1,-9
2276,2276,19,0,2
2277,2277,13,0,8
2278,2278,24,0,-3
2279,2279,14,1,-2
2280,2280,53,0,-32
2281,2281,6,0,15
2282,2282,15,1,-3
2283,2283,57,0,-36
2284,2284,13,0,8
2285,2285,10,0,11
2286,2286,15,3,-21
2287,2287,14,0,7
2288,2288,18,0,3
2289,2289,15,1,-3
2290,2290,15,0,6
2291,2291,18,0,3
2292,2292,10,0,11
2293,2293,12,1,0
2294,2294,35,0,-14
2295,2295,18,1,-6
2296,2296,11,0,10
2297,2297,8,0,13
2298,2298,15,0,6
2299,2299,21,4,-36
2300,2300,20,2,-17
2301,2301,9,1,3
2302,2302,16,0,5
2303,2303,24,0,-3
2304,2304,14,1,-2
2305,2305,12,0,9
2306,2306,18,0,3
2307,2307,10,0,11
2308,2308,29,1,-17
2309,2309,46,1,-34
2310,2310,18,0,3
2311,2311,12,0,9
2312,2312,13,1,-1
2313,2313,22,0,-1
2314,2314,27,0,-6
2315,2315,23,4,-38
2316,2316,30,0,-9
2317,2317,24,0,-3
2318,2318,13,0,8
2319,2319,16,1,-4
2320,2320,15,0,6
2321,2321,12,0,9
2322,2322,15,0,6
2323,2323,28,0,-7
2324,2324,27,2,-24
2325,2325,11,0,10
2326,2326,13,1,-1
2327,2327,16,0,5
2328,2328,27,1,-15
2329,2329,26,1,-14
2330,2330,11,0,10
2331,2331,18,1,-6
2332,2332,24,2,-21
2333,2333,43,2,-40
2334,2334,14,0,7
2335,2335,54,0,-33
2336,2336,10,0,11
2337,2337,14,0,7
2338,2338,18,1,-6
2339,2339,17,1,-5
2340,2340,13,0,8
2341,2341,15,1,-3
2342,2342,12,0,9
2343,2343,33,2,-30
2344,2344,20,1,-8
2345,2345,23,0,-2
2346,2346,20,1,-8
2347,2347,13,1,-1
2348,2348,14,1,-2
2349,2349,15,0,6
2350,2350,21,0,0
2351,2351,18,0,3
2352,2352,12,0,9
2353,2353,32,1,-20
2354,2354,17,0,4
2355,2355,9,1,3
